family_name,first_name,patronymic,graduation_season,school,tenure_start_date,troupe_city,source,note,entry_id,balletartists_link_status,balletartists_seasons_attested,balletartists_link_note
Адріановъ,Самуилъ,,1901-02,St. Petersburg,1902-06-01,St. Petersburg,report_hand_verified,,graduates_1901-02_p000__e008,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Баклановъ,Петръ,,1901-02,St. Petersburg,1902-06-01,St. Petersburg,report_hand_verified,,graduates_1901-02_p000__e009,linked,1902-03–1907-08,Matches this graduate's own Report-stated date (1902-06-01) against a BalletArtists person active 1902-03–1907-08 -- linked on that basis
Іосафовъ,Николай,,1901-02,St. Petersburg,1902-06-01,St. Petersburg,report_hand_verified,,graduates_1901-02_p000__e010,linked,1902-03–1907-08,Matches this graduate's own Report-stated date (1902-06-01) against a BalletArtists person active 1902-03–1907-08 -- linked on that basis
Лазуко,Петръ,,1901-02,St. Petersburg,1902-06-01,St. Petersburg,report_hand_verified,,graduates_1901-02_p000__e011,linked,1902-03–1905-06,Matches this graduate's own Report-stated date (1902-06-01) against a BalletArtists person active 1902-03–1905-06 -- linked on that basis
Монаховъ,Александръ,,1901-02,St. Petersburg,1902-06-01,St. Petersburg,report_hand_verified,,graduates_1901-02_p000__e012,linked,1902-03–1907-08,Matches this graduate's own Report-stated date (1902-06-01) against a BalletArtists person active 1902-03–1907-08 -- linked on that basis
Чекрыгинъ,Александръ,,1901-02,St. Petersburg,1902-06-01,St. Petersburg,report_hand_verified,,graduates_1901-02_p000__e013,linked,1903-04,Matches this graduate's own Report-stated date (1902-06-01) against a BalletArtists person active 1903-04 -- linked on that basis
Станиславская,Вѣра,,1901-02,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1902-09-01.,graduates_1901-02_p001__e001,linked,1902-03–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1902-09-01, active 1902-03–1907-08), plausibly close to this graduate's 1901-02 graduation -- linked at moderate confidence."
Хомякова,Александра,,1901-02,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1902-09-01.,graduates_1901-02_p001__e002,linked,1902-03–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1902-09-01, active 1902-03–1907-08), plausibly close to this graduate's 1901-02 graduation -- linked at moderate confidence."
Ячменева,Елизавета,,1901-02,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1901-02_p001__e003,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Балдина,Александра,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e001,linked,1903-04–1906-07,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1903-04–1906-07 -- linked on that basis
Макарова,Марія,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e002,linked,1903-04–1907-08,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1903-04–1907-08 -- linked on that basis
Петипа,Вѣра,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e003,linked,1904-05–1905-06,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1904-05–1905-06 -- linked on that basis
Пуни,Леонтина,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e004,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Раманова,Марія,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e005,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Тупицына,Ксенія,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e006,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Яковлева,Ольга,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e007,linked,1904-05–1906-07,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1904-05–1906-07 -- linked on that basis
Бальму,Адольфъ,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e008,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Кобелевъ,Константинъ,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e009,linked,1903-04–1907-08,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1903-04–1907-08 -- linked on that basis
Кремневъ,Николай,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e010,linked,1903-04–1907-08,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1903-04–1907-08 -- linked on that basis
Кузнецовъ,Михаилъ,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e011,linked,1903-04–1904-05,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1903-04–1904-05 -- linked on that basis
Леонтъевъ,Леонидъ,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e012,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Рахмановъ,Викторъ,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e013,linked,1903-04–1906-07,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1903-04–1906-07 -- linked on that basis
Эрлеръ,Александръ,,1902-03,St. Petersburg,1903-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1903 г., въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1902-03_p000__e014,linked,1903-04–1907-08,Matches this graduate's own Report-stated date (1903-06-01) against a BalletArtists person active 1903-04–1907-08 -- linked on that basis
Александрова,Александра,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e001,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Болдырева,Елизавета,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e002,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Антонова,Вѣра,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e003,linked,1904-05,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05 -- linked on that basis
Иванова,Ираида,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e004,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Карпова,Лидія,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e005,linked,1905-06–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1905-06–1907-08 -- linked on that basis
Лушкина,Евгенія,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e006,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Людоговская,Софія,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e007,linked,1904-05,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05 -- linked on that basis
Зейфартъ,Поликсенія,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e008,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Потапенко,Діонисія,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e009,linked,1904-05–1906-07,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1906-07 -- linked on that basis
Черноруцкая,Викторія,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e010,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Бочаровъ,Александръ,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e011,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Гончаровъ,Павелъ,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e012,linked,1904-05–1906-07,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1906-07 -- linked on that basis
Дмитріевъ,Николай,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e013,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Матятинъ,Александръ,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e014,linked,1905-06–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1905-06–1907-08 -- linked on that basis
Полянскій,Илья,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e015,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Александровъ,Михаилъ,,1903-04,St. Petersburg,1904-06-01,,report_per_row,,graduates_1903-04_p000__e016,linked,1904-05,"Matches this graduate's own Report-stated date (1904-06-01) against a BalletArtists person active 1904-05 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Балдина,Екатерина,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e001,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Барашъ,Людмила,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e002,linked,1905-06–1907-08,"Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1905-06–1907-08 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Вельсъ,Екатерина,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e003,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Гиммельманъ,Анна,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e004,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Горшкова,Марія,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e005,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Константинова,Александра,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e006,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Мацкевичъ,Раиса,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e007,linked,1904-05,"Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05 -- linked on that basis, even though 1 other distinct same-named BalletArtists appearance-cluster(s) also exist (dates too far from this graduate's own record to be considered candidates)."
Соболева,Надежда,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e008,linked,1904-05–1905-06,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05–1905-06 -- linked on that basis
Федорова,Анна,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e009,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Алексѣевъ,Александръ,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e010,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Богдановъ,Георгій,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e011,linked,1904-05–1907-08,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05–1907-08 -- linked on that basis
Лопуховъ,Федоръ,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e012,linked,1904-05,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1904-05 -- linked on that basis
Лукьяновъ,Іліодоръ,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e013,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Петровъ,Михаилъ,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e014,linked,1905-06–1907-08,Matches this graduate's own Report-stated date (1905-06-01) against a BalletArtists person active 1905-06–1907-08 -- linked on that basis
Облаковъ,Николай,,1904-05,St. Petersburg,1905-06-01,,report_per_row,,graduates_1904-05_p000__e015,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Балашова,Александра,,1904-05,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1905-08-01.,graduates_1904-05_p001__e001,linked,1906-07,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1905-08-01, active 1906-07), plausibly close to this graduate's 1904-05 graduation -- linked at moderate confidence."
Волкова,Александра,,1904-05,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1904-05_p001__e002,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Долинская,Евгенія,,1904-05,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report. For reference only (not used): BalletArtists shows multiple plausible dates ['1905-08-01', '1906-03-01'], ambiguous.",graduates_1904-05_p001__e003,ambiguous,,"2 distinct people appear to share this exact name in BalletArtists, and this graduate has no Report-stated date to disambiguate against -- not linked."
Мыльникова,Марія,,1904-05,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1905-08-01.,graduates_1904-05_p001__e004,linked,1905-06–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1905-08-01, active 1905-06–1907-08), plausibly close to this graduate's 1904-05 graduation -- linked at moderate confidence."
Черепанова,Анна,,1904-05,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1905-08-01.,graduates_1904-05_p001__e005,linked,1904-05–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1905-08-01, active 1904-05–1907-08), plausibly close to this graduate's 1904-05 graduation -- linked at moderate confidence."
Шелепина,Вѣра,,1904-05,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1905-08-01.,graduates_1904-05_p001__e006,linked,1904-05–1906-07,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1905-08-01, active 1904-05–1906-07), plausibly close to this graduate's 1904-05 graduation -- linked at moderate confidence."
Козловъ,Алексѣй,,1904-05,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1905-08-01.,graduates_1904-05_p001__e007,linked,1905-06,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1905-08-01, active 1905-06), plausibly close to this graduate's 1904-05 graduation -- linked at moderate confidence."
Костровской,Дмитрій,,1904-05,Moscow,,,not_stated_in_report,"Not stated in the Theater School Report, and no BalletArtists record found -- may not have entered Imperial service.",graduates_1904-05_p001__e008,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Смирновъ,Викторъ,,1904-05,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1905-08-01.,graduates_1904-05_p001__e009,linked,1904-05,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1905-08-01, active 1904-05), plausibly close to this graduate's 1904-05 graduation -- linked at moderate confidence."
Федоровъ,Михаилъ,,1904-05,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1905-08-01.,graduates_1904-05_p001__e010,linked,1904-05–1904-05,"Two same-named people are on record in BalletArtists: one patronymic ""Викторовичъ"" whose own record documents two service periods, both starting in 1897 and 1903 -- before this graduate's 1904-05 graduation, chronologically impossible -- and one record with no patronymic given, starting 1905-08-01, matching this graduate's graduation year. Only the second is possible; linked to that record on that basis."
Домерщикова,Анна,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e001,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Кандина,Антонина,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e002,linked,1906-07,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07 -- linked on that basis
Клечковская,Лилія,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e003,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Лукашевичъ,Вѣра,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e004,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Миронникова,Зинаида,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e005,linked,1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1907-08 -- linked on that basis
Неслуховская,Инна,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e006,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Нестеровская,Антонина,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e007,linked,1906-07,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07 -- linked on that basis
Смирнова,Елена,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e008,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Шолларъ,Людмила,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e009,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Чупятова,Лидія,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e010,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Бабичъ,Георгій,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e011,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Бурманъ,Анатолій,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e012,no_record,,"No BalletArtists record found under this name -- may not have entered Imperial service, or entered under a form this dataset does not capture."
Ивановъ,Александръ,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page. Cross-checked against BalletArtists: disagrees, and likely a different person. A same-named Александр Иванов appears once in BalletArtists (1905-06 season only) with a service-start date of 1896-05-01 -- a 10-year gap from this graduate's 1906 graduation, and ""Ивановъ"" is common enough that a coincidental name match is far more likely than the same real person. Kept the Report's own date.",graduates_1905-06_p000__e013,unlikely_match,,"BalletArtists has 1 same-named person(s) on record, but none with a service-start date near this graduate's own Report-stated date (1906-06-01) -- closest is 1896-05-01. Likely a different, same-named person; not linked."
Исаевъ,Николай,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e014,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Потанинъ,Александръ,,1905-06,St. Petersburg,1906-06-01,St. Petersburg,report_hand_verified,"Own row states no date, but the closing assignment paragraph on the same printed page states: ""съ 1-го іюня 1906 г. въ С.-Петербургскую балетную труппу."" Missed by the original extraction (same failure mode as the other report_hand_verified cohorts); read directly off the scanned page.",graduates_1905-06_p000__e015,linked,1906-07–1907-08,Matches this graduate's own Report-stated date (1906-06-01) against a BalletArtists person active 1906-07–1907-08 -- linked on that basis
Алексѣевцева,Валерія,,1905-06,Moscow,,,not_stated_in_report,Not stated in the Theater School Report. For reference only (not used): BalletArtists roster shows service starting 1906-08-01.,graduates_1905-06_p001__e001,linked,1906-07–1907-08,"No Report-stated date for this graduate, but exactly one same-named person is on record in BalletArtists (service-start 1906-08-01, active 1906-07–1907-08), plausibly close to this graduate's 1905-06 graduation -- linked at moderate confidence."
